"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","SONA_id","rt","stimulus","response","question_order","slider_start","practiceTrial","practiceTrialNum","correct","image_path","concept","repetition","map_id","map_num","scale_name","orientation_code","mapping_code","rotation_code","shift_code","ishihara_plate","correct_response"
"","","","","","html-slider-response","10","140961","0.0-9.0-0.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","true","1","true","","","","","","","","","","","",""
"","","","","","html-button-response","11","142499","0.0-9.0-1.0","octpmrlkux","3","96606","1021","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","149740","0.0-10.0-0.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","98","","0","true","2","true","","","","","","","","","","","",""
"","","","","","html-button-response","13","151230","0.0-10.0-1.0","octpmrlkux","3","96606","987","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","158306","0.0-11.0-0.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-106","","0","true","3","true","","","","","","","","","","","",""
"","","","","","html-button-response","15","160073","0.0-11.0-1.0","octpmrlkux","3","96606","1266","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","161505","0.0-12.0","octpmrlkux","3","96606","1431","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","164292","0.0-13.0","octpmrlkux","3","96606","2787","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>happy</p><br></br>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","167367","0.0-14.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","","","","images/shifted_maps/map07_Greys_scaleRev_orientDef_180_darkshift.png","happy","1","07","07","Greys","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","19","170523","0.0-15.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_PuOr_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","54","","0","","","","images/shifted_maps/map26_PuOr_scaleRev_orientDef_180_darkshift.png","happy","1","26","26","PuOr","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","20","173841","0.0-16.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-190","","0","","","","images/shifted_maps/map07_Greys_scaleDef_orientDef_090_darkshift.png","happy","1","07","07","Greys","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","21","176241","0.0-17.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-80","","0","","","","images/shifted_maps/map02_Reds_scaleDef_orientDef_270_darkshift.png","happy","1","02","02","Reds","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","22","178325","0.0-18.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","61","","0","","","","images/shifted_maps/map27_berlin_scaleRev_orientDef_180_lightshift.png","happy","1","27","27","berlin","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","23","180759","0.0-19.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-43","","0","","","","images/shifted_maps/map27_berlin_scaleRev_orientDef_180_darkshift.png","happy","1","27","27","berlin","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","24","183242","0.0-20.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","133","","0","","","","images/shifted_maps/map13_BrBG_scaleDef_orientDef_090_darkshift.png","happy","1","13","13","BrBG","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","25","185401","0.0-21.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_PuOr_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","45","","0","","","","images/shifted_maps/map26_PuOr_scaleRev_orientDef_180_lightshift.png","happy","1","26","26","PuOr","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","26","188535","0.0-22.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","190","","0","","","","images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_270_lightshift.png","happy","1","15","15","YlOrBr","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","27","191301","0.0-23.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PuBu_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","","","","images/shifted_maps/map05_PuBu_scaleDef_orientDef_090_darkshift.png","happy","1","05","05","PuBu","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","28","193791","0.0-24.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PiYG_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","156","","0","","","","images/shifted_maps/map07_PiYG_scaleRev_orientDef_000_lightshift.png","happy","1","07","07","PiYG","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","29","196765","0.0-25.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-32","","0","","","","images/shifted_maps/map23_PRGn_scaleRev_orientDef_180_darkshift.png","happy","1","23","23","PRGn","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","30","199824","0.0-26.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-23","","0","","","","images/shifted_maps/map23_PRGn_scaleDef_orientDef_090_darkshift.png","happy","1","23","23","PRGn","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","31","202502","0.0-27.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_magma_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","71","","0","","","","images/shifted_maps/map15_magma_scaleRev_orientDef_000_lightshift.png","happy","1","15","15","magma","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","32","205213","0.0-28.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_BuGn_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","36","","0","","","","images/shifted_maps/map27_BuGn_scaleRev_orientDef_000_darkshift.png","happy","1","27","27","BuGn","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","33","207668","0.0-29.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","146","","0","","","","images/shifted_maps/map15_cividis_scaleDef_orientDef_090_darkshift.png","happy","1","15","15","cividis","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","34","210098","0.0-30.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-166","","0","","","","images/shifted_maps/map10_coolwarm_scaleDef_orientDef_090_darkshift.png","happy","1","10","10","coolwarm","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","35","212496","0.0-31.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_RdGy_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-174","","0","","","","images/shifted_maps/map12_RdGy_scaleDef_orientDef_090_lightshift.png","happy","1","12","12","RdGy","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","36","216310","0.0-32.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_PuRd_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","66","","0","","","","images/shifted_maps/map10_PuRd_scaleRev_orientDef_000_darkshift.png","happy","1","10","10","PuRd","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","37","219078","0.0-33.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","8","","0","","","","images/shifted_maps/map02_turbo_scaleDef_orientDef_090_darkshift.png","happy","1","02","02","turbo","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","38","221401","0.0-34.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_Reds_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","","","","images/shifted_maps/map05_Reds_scaleRev_orientDef_000_darkshift.png","happy","1","05","05","Reds","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","39","223727","0.0-35.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PuBu_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-55","","0","","","","images/shifted_maps/map05_PuBu_scaleDef_orientDef_090_lightshift.png","happy","1","05","05","PuBu","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","40","228582","0.0-36.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","22","","0","","","","images/shifted_maps/map15_cividis_scaleDef_orientDef_090_lightshift.png","happy","1","15","15","cividis","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","41","231668","0.0-37.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-68","","0","","","","images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_270_darkshift.png","happy","1","15","15","YlOrBr","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","42","235028","0.0-38.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","147","","0","","","","images/shifted_maps/map05_PiYG_scaleDef_orientDef_270_darkshift.png","happy","1","05","05","PiYG","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","43","241379","0.0-39.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_vanimo_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","24","","0","","","","images/shifted_maps/map12_vanimo_scaleRev_orientDef_000_lightshift.png","happy","1","12","12","vanimo","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","44","243697","0.0-40.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-58","","0","","","","images/shifted_maps/map23_PRGn_scaleDef_orientDef_090_lightshift.png","happy","1","23","23","PRGn","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","45","246741","0.0-41.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_RdYlGn_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","102","","0","","","","images/shifted_maps/map26_RdYlGn_scaleRev_orientDef_000_lightshift.png","happy","1","26","26","RdYlGn","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","46","249821","0.0-42.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_YlOrBr_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","55","","0","","","","images/shifted_maps/map23_YlOrBr_scaleRev_orientDef_000_darkshift.png","happy","1","23","23","YlOrBr","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","47","254677","0.0-43.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-48","","0","","","","images/shifted_maps/map02_turbo_scaleRev_orientDef_180_lightshift.png","happy","1","02","02","turbo","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","48","257194","0.0-44.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-56","","0","","","","images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_270_lightshift.png","happy","1","23","23","RdYlGn","orientDef","scaleDef","270","lightshift","",""
