"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","SONA_id","rt","stimulus","response","question_order","slider_start","practiceTrial","practiceTrialNum","correct","image_path","concept","repetition","map_id","map_num","scale_name","orientation_code","mapping_code","rotation_code","shift_code","ishihara_plate","correct_response"
"","","","","","html-slider-response","10","160608","0.0-9.0-0.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","","0","true","1","true","","","","","","","","","","","",""
"","","","","","html-button-response","11","161946","0.0-9.0-1.0","r94oboy6jb","0","96955","834","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","12","168241","0.0-10.0-0.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","102","","0","true","2","true","","","","","","","","","","","",""
"","","","","","html-button-response","13","170247","0.0-10.0-1.0","r94oboy6jb","0","96955","1503","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","14","173642","0.0-11.0-0.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-106","","0","true","3","true","","","","","","","","","","","",""
"","","","","","html-button-response","15","174614","0.0-11.0-1.0","r94oboy6jb","0","96955","469","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","176197","0.0-12.0","r94oboy6jb","0","96955","1582","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","17","182081","0.0-13.0","r94oboy6jb","0","96955","5882","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>sad</p><br></br>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","18","187541","0.0-14.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_RdGy_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-58","","0","","","","images/shifted_maps/map10_RdGy_scaleRev_orientDef_270_darkshift.png","sad","1","10","10","RdGy","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","19","191375","0.0-15.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BuPu_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-11","","0","","","","images/shifted_maps/map12_BuPu_scaleRev_orientDef_090_darkshift.png","sad","1","12","12","BuPu","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","20","194074","0.0-16.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_RdGy_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","65","","0","","","","images/shifted_maps/map10_RdGy_scaleDef_orientDef_180_darkshift.png","sad","1","10","10","RdGy","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","21","197125","0.0-17.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","","","","images/shifted_maps/map26_BuGn_scaleDef_orientDef_000_lightshift.png","sad","1","26","26","BuGn","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","22","200391","0.0-18.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_magma_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","137","","0","","","","images/shifted_maps/map13_magma_scaleDef_orientDef_000_lightshift.png","sad","1","13","13","magma","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","23","203442","0.0-19.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-29","","0","","","","images/shifted_maps/map23_RdYlGn_scaleRev_orientDef_090_darkshift.png","sad","1","23","23","RdYlGn","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","24","205691","0.0-20.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_cividis_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","135","","0","","","","images/shifted_maps/map13_cividis_scaleRev_orientDef_270_darkshift.png","sad","1","13","13","cividis","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","25","209076","0.0-21.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_coolwarm_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-162","","0","","","","images/shifted_maps/map07_coolwarm_scaleRev_orientDef_270_darkshift.png","sad","1","07","07","coolwarm","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","26","212942","0.0-22.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_berlin_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-30","","0","","","","images/shifted_maps/map26_berlin_scaleDef_orientDef_180_darkshift.png","sad","1","26","26","berlin","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","27","216226","0.0-23.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_RdGy_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","118","","0","","","","images/shifted_maps/map10_RdGy_scaleRev_orientDef_270_lightshift.png","sad","1","10","10","RdGy","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","28","220575","0.0-24.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PuOr_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-58","","0","","","","images/shifted_maps/map23_PuOr_scaleRev_orientDef_270_darkshift.png","sad","1","23","23","PuOr","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","29","224594","0.0-25.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_PuBu_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-123","","0","","","","images/shifted_maps/map02_PuBu_scaleDef_orientDef_180_darkshift.png","sad","1","02","02","PuBu","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","30","228491","0.0-26.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-194","","0","","","","images/shifted_maps/map05_PiYG_scaleDef_orientDef_000_lightshift.png","sad","1","05","05","PiYG","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","31","231407","0.0-27.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PuOr_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","21","","0","","","","images/shifted_maps/map23_PuOr_scaleRev_orientDef_270_lightshift.png","sad","1","23","23","PuOr","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","32","234158","0.0-28.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-24","","0","","","","images/shifted_maps/map10_vanimo_scaleRev_orientDef_090_darkshift.png","sad","1","10","10","vanimo","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","33","236824","0.0-29.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-55","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_000_lightshift.png","sad","1","10","10","vanimo","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","34","239174","0.0-30.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-66","","0","","","","images/shifted_maps/map05_PiYG_scaleRev_orientDef_090_darkshift.png","sad","1","05","05","PiYG","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","35","243341","0.0-31.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","","","","images/shifted_maps/map05_PiYG_scaleRev_orientDef_090_lightshift.png","sad","1","05","05","PiYG","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","36","247141","0.0-32.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-26","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_000_darkshift.png","sad","1","10","10","vanimo","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","37","250024","0.0-33.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-91","","0","","","","images/shifted_maps/map26_BuGn_scaleRev_orientDef_090_darkshift.png","sad","1","26","26","BuGn","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","38","252741","0.0-34.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_coolwarm_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-176","","0","","","","images/shifted_maps/map07_coolwarm_scaleRev_orientDef_270_lightshift.png","sad","1","07","07","coolwarm","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","39","254725","0.0-35.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PuRd_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-174","","0","","","","images/shifted_maps/map07_PuRd_scaleRev_orientDef_090_darkshift.png","sad","1","07","07","PuRd","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","40","257274","0.0-36.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BrBG_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","59","","0","","","","images/shifted_maps/map12_BrBG_scaleDef_orientDef_180_lightshift.png","sad","1","12","12","BrBG","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","41","259157","0.0-37.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_Greys_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-33","","0","","","","images/shifted_maps/map05_Greys_scaleRev_orientDef_270_darkshift.png","sad","1","05","05","Greys","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","42","261307","0.0-38.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_PuBu_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","50","","0","","","","images/shifted_maps/map02_PuBu_scaleRev_orientDef_270_lightshift.png","sad","1","02","02","PuBu","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","43","263257","0.0-39.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-11","","0","","","","images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_000_lightshift.png","sad","1","23","23","RdYlGn","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","44","265391","0.0-40.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_magma_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","86","","0","","","","images/shifted_maps/map13_magma_scaleDef_orientDef_000_darkshift.png","sad","1","13","13","magma","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","45","267740","0.0-41.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_turbo_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-91","","0","","","","images/shifted_maps/map27_turbo_scaleDef_orientDef_180_lightshift.png","sad","1","27","27","turbo","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","46","270291","0.0-42.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_turbo_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-69","","0","","","","images/shifted_maps/map27_turbo_scaleRev_orientDef_270_darkshift.png","sad","1","27","27","turbo","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","47","272491","0.0-43.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BuPu_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","105","","0","","","","images/shifted_maps/map12_BuPu_scaleDef_orientDef_000_darkshift.png","sad","1","12","12","BuPu","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","48","275591","0.0-44.0","r94oboy6jb","0","96955","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >sad</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-64","","0","","","","images/shifted_maps/map10_vanimo_scaleRev_orientDef_090_lightshift.png","sad","1","10","10","vanimo","orientDef","scaleRev","090","lightshift","",""
