"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","SONA_id","rt","stimulus","response","question_order","slider_start","practiceTrial","practiceTrialNum","correct","image_path","concept","repetition","map_id","map_num","scale_name","orientation_code","mapping_code","rotation_code","shift_code","ishihara_plate","correct_response"
"","","","","","html-slider-response","65","227506","0.0-61.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PuBu_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-54","","0","","","","images/shifted_maps/map05_PuBu_scaleRev_orientDef_090_lightshift.png","happy","1","05","05","PuBu","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","66","229021","0.0-62.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_magma_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","48","","0","","","","images/shifted_maps/map13_magma_scaleDef_orientDef_180_darkshift.png","happy","1","13","13","magma","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","67","230371","0.0-63.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-68","","0","","","","images/shifted_maps/map13_BrBG_scaleRev_orientDef_090_lightshift.png","happy","1","13","13","BrBG","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","68","232356","0.0-64.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-74","","0","","","","images/shifted_maps/map27_managua_scaleRev_orientDef_270_lightshift.png","happy","1","27","27","managua","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","69","233926","0.0-65.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-70","","0","","","","images/shifted_maps/map27_berlin_scaleDef_orientDef_000_darkshift.png","happy","1","27","27","berlin","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","70","235056","0.0-66.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-89","","0","","","","images/shifted_maps/map10_coolwarm_scaleRev_orientDef_090_darkshift.png","happy","1","10","10","coolwarm","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","71","236357","0.0-67.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-80","","0","","","","images/shifted_maps/map02_turbo_scaleDef_orientDef_000_lightshift.png","happy","1","02","02","turbo","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","72","238024","0.0-68.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","131","","0","","","","images/shifted_maps/map15_cividis_scaleDef_orientDef_000_darkshift.png","happy","1","15","15","cividis","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","73","239624","0.0-69.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-67","","0","","","","images/shifted_maps/map27_berlin_scaleRev_orientDef_090_lightshift.png","happy","1","27","27","berlin","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","74","240872","0.0-70.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","","","","images/shifted_maps/map07_Greys_scaleDef_orientDef_000_darkshift.png","happy","1","07","07","Greys","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","75","242388","0.0-71.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-71","","0","","","","images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_darkshift.png","happy","1","07","07","PuRd","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","76","244937","0.0-72.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-24","","0","","","","images/shifted_maps/map13_BrBG_scaleRev_orientDef_090_darkshift.png","happy","1","13","13","BrBG","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","77","246357","0.0-73.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PuBu_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-93","","0","","","","images/shifted_maps/map05_PuBu_scaleRev_orientDef_090_darkshift.png","happy","1","05","05","PuBu","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","78","247655","0.0-74.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BuPu_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-114","","0","","","","images/shifted_maps/map12_BuPu_scaleRev_orientDef_270_lightshift.png","happy","1","12","12","BuPu","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","79","249309","0.0-75.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_RdGy_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-64","","0","","","","images/shifted_maps/map12_RdGy_scaleRev_orientDef_090_darkshift.png","happy","1","12","12","RdGy","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","80","250622","0.0-76.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-102","","0","","","","images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_darkshift.png","happy","1","13","13","BrBG","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","81","252124","0.0-77.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","","","","images/shifted_maps/map07_Greys_scaleDef_orientDef_000_lightshift.png","happy","1","07","07","Greys","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","82","253621","0.0-78.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_RdGy_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-52","","0","","","","images/shifted_maps/map12_RdGy_scaleDef_orientDef_000_lightshift.png","happy","1","12","12","RdGy","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","83","256573","0.0-79.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-34","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_180_lightshift.png","happy","1","27","27","managua","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","84","257926","0.0-80.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_180_darkshift.png","happy","1","15","15","YlOrBr","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","85","259524","0.0-81.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_PuOr_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","77","","0","","","","images/shifted_maps/map26_PuOr_scaleDef_orientDef_000_lightshift.png","happy","1","26","26","PuOr","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","86","260987","0.0-82.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-99","","0","","","","images/shifted_maps/map02_Reds_scaleDef_orientDef_180_darkshift.png","happy","1","02","02","Reds","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","87","262322","0.0-83.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleRev_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-191","","0","","","","images/shifted_maps/map02_Reds_scaleRev_orientDef_270_darkshift.png","happy","1","02","02","Reds","orientDef","scaleRev","270","darkshift","",""
"","","","","","html-slider-response","88","263891","0.0-84.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-106","","0","","","","images/shifted_maps/map15_cividis_scaleRev_orientDef_090_darkshift.png","happy","1","15","15","cividis","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","89","265089","0.0-85.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-79","","0","","","","images/shifted_maps/map10_coolwarm_scaleDef_orientDef_000_darkshift.png","happy","1","10","10","coolwarm","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","90","266393","0.0-86.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-79","","0","","","","images/shifted_maps/map15_cividis_scaleDef_orientDef_000_lightshift.png","happy","1","15","15","cividis","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","91","267790","0.0-87.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-87","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_180_darkshift.png","happy","1","10","10","vanimo","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","92","268942","0.0-88.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","","","","images/shifted_maps/map26_BuGn_scaleRev_orientDef_270_lightshift.png","happy","1","26","26","BuGn","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","93","270089","0.0-89.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-65","","0","","","","images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_180_darkshift.png","happy","1","23","23","RdYlGn","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","94","271821","0.0-90.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_YlOrBr_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map15_YlOrBr_scaleRev_orientDef_270_lightshift.png","happy","1","15","15","YlOrBr","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","95","273240","0.0-91.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-159","","0","","","","images/shifted_maps/map02_Reds_scaleDef_orientDef_180_lightshift.png","happy","1","02","02","Reds","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","96","274571","0.0-92.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-66","","0","","","","images/shifted_maps/map10_coolwarm_scaleDef_orientDef_000_lightshift.png","happy","1","10","10","coolwarm","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","97","275921","0.0-93.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-53","","0","","","","images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_180_lightshift.png","happy","1","23","23","RdYlGn","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","98","278188","0.0-94.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_magma_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map13_magma_scaleRev_orientDef_270_lightshift.png","happy","1","13","13","magma","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-button-response","99","281194","0.0-95.0","jsvw0zanag","2","97319","2504","<p>Great Job! You've finished block 1.<br></br> You have 4 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","100","282677","0.0-96.0","jsvw0zanag","2","97319","1482","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>angry</p><br></br>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","101","284421","0.0-97.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_darkshift.png","angry","1","07","07","PuRd","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","102","287105","0.0-98.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","74","","0","","","","images/shifted_maps/map27_berlin_scaleDef_orientDef_000_darkshift.png","angry","1","27","27","berlin","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","103","288505","0.0-99.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map10_coolwarm_scaleDef_orientDef_000_darkshift.png","angry","1","10","10","coolwarm","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","104","290038","0.0-100.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-200","","0","","","","images/shifted_maps/map15_cividis_scaleDef_orientDef_000_darkshift.png","angry","1","15","15","cividis","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","105","291922","0.0-101.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-25","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_180_darkshift.png","angry","1","27","27","managua","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","106","293655","0.0-102.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleRev_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-86","","0","","","","images/shifted_maps/map23_PRGn_scaleRev_orientDef_090_darkshift.png","angry","1","23","23","PRGn","orientDef","scaleRev","090","darkshift","",""
"","","","","","html-slider-response","107","295043","0.0-103.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-113","","0","","","","images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_lightshift.png","angry","1","13","13","BrBG","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","108","296255","0.0-104.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-74","","0","","","","images/shifted_maps/map13_BrBG_scaleDef_orientDef_000_darkshift.png","angry","1","13","13","BrBG","orientDef","scaleDef","000","darkshift","",""
"","","","","","html-slider-response","109","297638","0.0-105.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","186","","0","","","","images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_180_lightshift.png","angry","1","23","23","RdYlGn","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","110","298972","0.0-106.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_PuOr_scaleRev_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-60","","0","","","","images/shifted_maps/map26_PuOr_scaleRev_orientDef_090_lightshift.png","angry","1","26","26","PuOr","orientDef","scaleRev","090","lightshift","",""
"","","","","","html-slider-response","111","301905","0.0-107.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-89","","0","","","","images/shifted_maps/map15_YlOrBr_scaleDef_orientDef_180_darkshift.png","angry","1","15","15","YlOrBr","orientDef","scaleDef","180","darkshift","",""
"","","","","","html-slider-response","112","303537","0.0-108.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleRev_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-133","","0","","","","images/shifted_maps/map10_vanimo_scaleRev_orientDef_270_lightshift.png","angry","1","10","10","vanimo","orientDef","scaleRev","270","lightshift","",""
"","","","","","html-slider-response","113","305005","0.0-109.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map02_Reds_scaleDef_orientDef_180_lightshift.png","angry","1","02","02","Reds","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","114","306589","0.0-110.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-59","","0","","","","images/shifted_maps/map23_PRGn_scaleDef_orientDef_000_lightshift.png","angry","1","23","23","PRGn","orientDef","scaleDef","000","lightshift","",""
"","","","","","html-slider-response","115","308708","0.0-111.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-88","","0","","","","images/shifted_maps/map07_PuRd_scaleDef_orientDef_180_lightshift.png","angry","1","07","07","PuRd","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","116","310205","0.0-112.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-71","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_180_lightshift.png","angry","1","27","27","managua","orientDef","scaleDef","180","lightshift","",""
"","","","","","html-slider-response","117","311922","0.0-113.0","jsvw0zanag","2","97319","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >angry</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleDef_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","200","","0","","","","images/shifted_maps/map07_Greys_scaleDef_orientDef_000_lightshift.png","angry","1","07","07","Greys","orientDef","scaleDef","000","lightshift","",""
